latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 \arcsin{1},\arcsin{1},арксинус один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \arctan{(x - y)},\arctan{(x - y)},арктангенс икс минус игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 \arcsin{x} + \arcsin{y},\arcsin{x} + \arcsin{y},арксинус икс плюс арксинус игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \cos{\beta},\cos{\beta},косинус бета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \tan{(\alpha - \beta)},\tan{(\alpha - \beta)},тангенс разности альфа и бета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 \tan^3{x},\tan^3{x},тангенс куба икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \tan{\frac{\pi}{4}},\tan{\frac{\pi}{4}},тангенс пи деленное на четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \sin{\frac{\pi}{6}},\sin{\frac{\pi}{6}},синус пи деленное на шесть,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \cos{\frac{\pi}{3}},\cos{\frac{\pi}{3}},косинус пи деленное на три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \sec{\beta},\sec{\beta},секанс бета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \frac{\tan{2x}}{\cos{(x/2)}},\frac{\tan{2x}}{\cos{\frac{x}{2}}},тангенс двойного угла деленное на косинус половинного угла,0.2647058823529412,1.0,0.923076923076923,0.6348982327519387,0.5390245192192077,0.5820037884889727,0.5820037884889726,0.396692054958184,0.2647058823529412,1.0,0.923076923076923,0.6348982327519387,0.5390245192192077,0.5820037884889727,0.5820037884889726,0.396692054958184
 \tan{\left(x + \frac{\pi}{4}\right)},\tan{\left(x + \frac{\pi}{4}\right)},тангенс икс плюс пи деленное на четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \frac{\sin{(xy)}}{\cos{(x+y)}},\frac{\sin{(xy)}}{\cos{(x+y)}},синус произведения икс и игрек деленное на косинус икс плюс игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.999898229187869,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.999898229187869
 \frac{\tan^2{x}}{\csc{y}},\frac{\tan^2{x}}{\csc{y}},тангенс в квадрате икс деленное на косеканс игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \tan{\left(x + \frac{\pi}{4}\right)},\tan{\left(x + \frac{\pi}{4}\right)},тангенс суммы икс и пи деленное на четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 \sin^2{(x + y)},\sin^2{(x + y)},синус квадрата суммы икс и игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 1 + 2 = 3,1 + 2 = 3,один плюс два равно три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{8}{2} = 4,\frac{8}{2} = 4,восемь деленное на два равно четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 9 - 4 = 5,9 - 4 = 5,девять минус четыре равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 4 - 2 = 2,4 - 2 = 2,четыре минус два равно два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{24}{6} = 4,\frac{24}{6} = 4,двадцать четыре деленное на шесть равно четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 22 - 2 = 20,22 - 2 = 20,двадцать два минус два равно двадцать,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \frac{40}{8} = 5,\frac{40}{8} = 5,сорок деленное на восемь равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{48}{8} = 6,\frac{48}{8} = 6,сорок восемь деленное на восемь равно шесть,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 px + q,p x + q,пэ икс плюс ку,0.14285714285714285,0.5,0.4,1.0,0.8160856935366738,0.0,0.0,0.48076923076923084,0.14285714285714285,0.5,0.4,1.0,0.8160856935366738,0.0,0.0,0.48076923076923084
 x^3 + 2x^2 + 3x + 4,x^3 + 2x^2 + 3x + 4,икс в кубе плюс два икс в квадрате плюс три икс плюс четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 x^4 + 2x^2 + 1,x^4 + 2x^2 + 1,икс в четвертой степени плюс два икс в квадрате плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^2 + 3x + 4,x^2 + 3x + 4,икс в квадрате плюс три икс плюс четыре,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^4 + x^2 + 1,x^4 + x^2 + 1,икс в четвертой степени плюс икс в квадрате плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^6 + 1,x^6 + 1,икс в шестой степени плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 3x^5 + 2x,3x^5 + 2x,три икс в пятой степени плюс два икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 x^2 + 4x,x^2 + 4x,икс в квадрате плюс четыре икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 x^5 + 4x^4 - 3,x^5 + 4x^4 - 3,икс в пятой степени плюс четыре икс в четвертой степени минус три,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 x^5 + x^2 - x,x^5 + x^2 - x,икс в пятой степени плюс икс в квадрате минус икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \Gamma\left(\frac{1}{2}\right) = \sqrt{\pi},\Gamma\left(\frac{1}{2}\right),гамма-функция от половины,0.43333333333333335,2.0,0.8571428571428571,0.9257362234957414,0.8893708636128417,0.6733187455351302,0.67331874553513,0.7725476104922745,0.43333333333333335,2.0,0.8571428571428571,0.9257362234957414,0.8893708636128417,0.6733187455351302,0.67331874553513,0.7725476104922745
 \psi(n),\psi(n),дигамма-функция от эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \psi^{(n)}(x+1),\psi^{(n)}(x+1),полигамма-функция от эн и икс плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \psi^{(4)}(n),\psi^{(4)}(n),полигамма-функция от четвертого порядка и эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 (k+2)!,(k+2)!,ка плюс два факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 (n-k)!,(n-k)!,разность эн и ка факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 (kn)!,(n \cdot k)!,произведение эн и ка факториал,0.75,1.0,0.0,0.13613861386138615,0.125,0.0,0.1670067963244422,0.4406130268199233,0.75,1.0,0.0,0.13613861386138615,0.125,0.0,0.1670067963244422,0.4406130268199233
 (n-k)!,(n-k)!,эн минус ка факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \left(\frac{n}{2}\right)!,\left(\frac{n}{2}\right)!,эн деленное на два факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 \frac{1}{2}!,\left(\frac{n}{2}\right)!,половина эн факториал,0.56,1.0,0.5,0.25538866878204197,0.2573800569077587,0.22915018394588088,0.22915018394588096,0.5796973961998594,0.56,1.0,0.5,0.25538866878204197,0.2573800569077587,0.22915018394588088,0.22915018394588096,0.5796973961998594
 (n+2)!,(n+2)!,эн плюс два факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 b_1,b_1,бэ первое,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 \frac{b_n}{k+2},\frac{b_n}{k+2},бэ энное деленное на ка плюс два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[3]{x_n},\sqrt[3]{x_n},корень кубический из икс энного,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 b_n \cdot k,b_n \cdot k,бэ энное умноженное на ка,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 y_n \cdot n,y_n \cdot n,игрек энное умноженное на эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \sqrt[3]{x_n},\sqrt[3]{x_n},корень кубический из икс энное,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 b_1 + b_2,b_1 + b_2,бэ первое плюс бэ второе,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 x_1 \cdot x_2,x_1 \cdot x_2,икс первое умноженное на икс второе,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \frac{x_1}{x_2},\frac{x_1}{x_2},икс первое деленное на икс второе,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \prod_{k=0}^{n} b_k,\prod_{k=0}^{энное} b_k,произведение от ка равно нулю до энное бэ ка-того,0.21739130434782608,0.5,0.9090909090909091,0.6405488072815855,0.6270801170961372,0.8003203203844999,0.8003203203845001,0.8819444444444444,0.21739130434782608,0.5,0.9090909090909091,0.6405488072815855,0.6270801170961372,0.8003203203844999,0.8003203203845001,0.8819444444444444
 r_n,r_n,эр энное,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 w_k,w_k,дубль вэ катое,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 s_1,s_1,эс первое,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 v_1,v_1,вэ первое,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 z_2,z_2,зэд второе,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 p_2,p_2,пэ второе,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 q_2,q_2,ку второе,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 w_2,w_2,дубль вэ второе,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 m_{n+1},m_{n+1},эм эн плюс первое,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 m_{n+1},m_{n+1},эм эн плюс один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \frac{m}{n + p},\frac{m}{n + p},эм деленное на эн плюс пэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{p}{q + r},\frac{p}{q + r},пэ деленное на ку плюс эр,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{a - b}{c - d},\frac{a - b}{c - d},а минус бэ деленное на цэ минус дэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{m + n}{p - q},\frac{m + n}{p - q},эм плюс эн деленное на пэ минус ку,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{m}{n} \div \frac{p}{q},\frac{m}{\frac{n}{p}},эм деленное на эн деленное на пэ,0.5238095238095238,3.0,0.8333333333333333,0.6030996142317652,0.5030133279974527,0.4763100914774508,0.4763100914774507,0.9364353595122826,0.5238095238095238,3.0,0.8333333333333333,0.6030996142317652,0.5030133279974527,0.4763100914774508,0.4763100914774507,0.9364353595122826
 \frac{a}{b} - \frac{c}{d},\frac{a}{b} - \frac{c}{d},а деленное на бэ минус цэ деленное на дэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 \frac{m^4}{n + p},\frac{m^4}{n + p},эм в четвертой степени деленное на эн плюс пэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{m}{n} + p,\frac{m}{n + p},эм на эн плюс пэ,0.13333333333333333,0.6666666666666666,1.0,0.7587121212121213,0.6809225949891191,0.7259795291154771,0.7259795291154773,0.9814814814814815,0.13333333333333333,0.6666666666666666,1.0,0.7587121212121213,0.6809225949891191,0.7259795291154771,0.7259795291154773,0.9814814814814815
 \frac{p}{q + r},\frac{p}{q + r},пэ на ку плюс эр,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{a - b}{c - d},\frac{a - b}{c - d},а минус бэ на цэ минус дэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{m + n}{p - q},\frac{m + n}{p - q},эм плюс эн на пэ минус ку,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{m}{n},\frac{m}{\frac{n}{p}},эм на эн на пэ,0.47619047619047616,1.0,0.7499999999999999,0.43365959790028863,0.3910057885632218,0.3505377780030811,0.3505377780030811,0.3867676102699144,0.47619047619047616,1.0,0.7499999999999999,0.43365959790028863,0.3910057885632218,0.3505377780030811,0.3505377780030811,0.3867676102699144
 \frac{a}{b} - \frac{c}{d},\frac{a}{b} - \frac{c}{d},а на бэ минус цэ на дэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 \frac{m^4}{n + p},\frac{m^4}{n + p},эм в четвертой степени на эн плюс пэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \sqrt[4]{z},\sqrt[4]{z},корень четвертой степени из зэд,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[6]{x},\sqrt[6]{x},корень шестой степени из икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[8]{x},\sqrt[8]{x},корень восьмой степени из икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[9]{x},\sqrt[9]{x},корень девятой степени из икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[9]{z},\sqrt[9]{z},корень девятой степени из зэд,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[14]{z},\sqrt[14]{z},корень четырнадцатой степени из зэд,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[20]{y},\sqrt[20]{y},корень двадцатой степени из игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[25]{x},\sqrt[25]{x},корень двадцать пятой степени из икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \sqrt[90]{y},\sqrt[90]{y},корень девяностой степени из игрек,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
" \int_{D} \int_{D} f(x,y) \, dx \, dy",\iint_{D} dx dy,двойной интеграл по области дэ икс дэ игрек,1.4,1.6666666666666667,0.46153846153846156,0.4075421871160454,0.3730228402765457,0.11328360454400997,0.11328360454400997,0.6027027027027027,1.4,1.6666666666666667,0.46153846153846156,0.4075421871160454,0.3730228402765457,0.11328360454400997,0.11328360454400997,0.6027027027027027
 \sigma = \frac{n}{a},\sigma = \frac{N}{A},Сигма равно эн делить на а,0.1,0.3333333333333333,1.0,0.7110005326917092,0.6957503995187818,0.5348259312838877,0.5348259312838876,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \text{rank}(\mathbf{A}),\text{{Rank}}(A),Ранг матрицы A.,0.75,1.0,0.8571428571428571,0.3847798718970339,0.35261155770529934,0.0,0.18360281349467955,0.7563424230090897,0.6875,1.0,0.8571428571428571,0.4978448517159845,0.43755053171137637,0.0,0.254705539816982,0.7563424230090897
" F(x, \mathcal{F}) = \int_{-\infty}^{\infty} \int_{-\infty}^{\infty} f(x, y) d\mathcal{F}(x) d\mathcal{F}(y)","f_X(x) = \int_{-\infty}^{\infty} f_{X,Y}(x,y) dy","Функция плотности вероятности икс, обозначаемая как f под икс от икс, равна интегралу от минус бесконечности до плюс бесконечности совместной функции плотности вероятности икс и Y, обозначаемой как f под икс, Y от икс, y, по отношению к y.",1.4166666666666667,1.4,0.6060606060606061,0.5556589570385033,0.5232295663472935,0.3447814107922909,0.34478141079229097,0.5068463907779573,1.3541666666666667,1.4,0.6060606060606061,0.5678939901062938,0.5324050000247378,0.35777011985455703,0.3577701198545571,0.5068463907779573
 \min_{x \in \mathbb{R}^n} f(x),\min_{x \in \mathbb{R}^n} f(x),Минимизировать функцию эф от икс по n-мерным действительным числам,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 \max_{x \geq 0} f(x),\max_{x \geq 0} f(x),Максимизировать функцию эф от икс при икс больше или равно нуля,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \frac{d^2f}{dx^2} < 0,\frac{d^2f}{dx^2} < 0,Вторая производная функции эф по икс меньше нуля,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{\partial^2 f}{\partial x_i \partial x_j} = 0,\frac{\partial^2 f}{\partial x_i \partial x_j} = 0,Вторая частная производная функции эф по икс итой и икс житой равна нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \text{minimize } | x |_2,\text{minimize } | x |_2,Минимизировать двухмерную норму икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 x^* = \arg \min_{x} f(x),x^* = \arg \min_{x} f(x),"Икс звездочка равно аргументу, минимизирующему функцию эф от икс",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 \min_{x \in \mathbb{R}^+} f(x),\min_{x \in \mathbb{R}^+} f(x),Минимизировать функцию эф от икс по положительным действительным числам,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 \lim_{x \to a} f(x),\lim_{{x \to a}} f(x),Предел функции эф от икс при икс стремящемся к а,0.09523809523809523,0.5,1.0,0.6462940002761941,0.6323462072494481,0.7176880797428425,0.7176880797428425,0.8360169491525423,0.09523809523809523,0.5,1.0,0.6462940002761941,0.6323462072494481,0.7176880797428425,0.7176880797428425,0.8360169491525423
 \frac{d}{dx} \sin(x),\frac{d}{dx} \sin(x),Производная синуса икс по икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \csc(x),\frac{d}{dx} \csc(x),Производная косеканса икс по икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \log_a(x),\frac{d}{dx} \log_a(x),Производная логарифма по основанию а от икс по икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \text{arctanh}(x),\frac{d}{dx} \text{arccoth}(x),Производная гиперболического арккотангенса икс по икс,0.1,0.5,0.8333333333333334,0.7931482651022881,0.7302778654933827,0.8153551038173115,0.8153551038173119,0.9268808114961962,0.1,0.5,0.8333333333333334,0.7931482651022881,0.7302778654933827,0.8153551038173115,0.8153551038173119,0.9268808114961962
" \int \cot(x) , dx","\int \cot(x) , dx",Интеграл котангенса икс по дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
" \int \csc(x) , dx","\int \csc(x) , dx",Интеграл косеканса икс по дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
" \int \ln(x) , dx","\int \ln(x) , dx",Интеграл натурального логарифма икс по дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
